review_id,review_comment,true_sentiment,cleaned_text,vader_score,vader_sentiment,fasttext_line
855,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
856,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
857,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
858,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
859,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
860,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
861,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
862,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
863,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
864,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
865,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
866,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
867,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
868,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
869,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
870,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
871,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
872,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
873,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
874,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
875,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
876,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
877,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
878,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
879,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
880,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
881,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
882,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
883,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
884,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
885,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
886,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
887,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
888,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
889,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
890,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
891,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
892,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
893,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
894,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
895,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
896,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
897,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
898,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
899,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
900,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
901,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
902,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
903,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
904,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
905,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
906,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
907,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
908,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
909,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
910,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
911,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
912,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
913,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
914,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
915,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
916,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
917,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
918,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
919,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
920,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
921,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
922,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
923,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
924,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
925,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
926,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
927,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
928,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
929,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
930,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
931,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
932,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
933,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
934,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
935,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
936,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
937,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
938,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
939,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
940,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
941,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
942,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
943,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
944,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
945,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
946,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
947,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
948,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
949,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
950,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
951,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
952,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
953,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
954,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
955,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
956,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
957,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
958,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
959,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
960,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
961,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
962,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
963,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
964,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
965,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
966,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
967,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
968,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
969,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
970,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
971,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
972,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
973,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
974,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
975,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
976,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
977,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
978,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
979,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
980,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
981,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
982,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
983,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
984,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
985,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
986,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
987,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
988,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
989,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
990,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
991,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
992,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
993,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
994,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
995,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
996,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
997,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
998,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
999,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
1000,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
